Course,Planned number of Students,Senior Hours,Assistant Hours,Course code,Study period,Academic year,Instance_id,Examiner
I-1488,20,280,200,1171,4.0,2013-2014,I-1488,19560812-0016
I-1489,50,260,420,1100,2.0,2013-2014,I-1489,19690917-0022
I-1490,50,240,420,1270,1.0,2013-2014,I-1490,19611219-0014
I-1491,60,240,300,1158,3.0,2013-2014,I-1491,19561222-0030
I-1492,60,260,280,1133,2.0,2013-2014,I-1492,19630126-0001
I-1493,60,240,240,1070,2.0,2013-2014,I-1493,19570826-0012
I-1494,60,240,360,1127,2.0,2014-2015,I-1494,19630126-0001
I-1495,60,280,300,1122,3.0,2014-2015,I-1495,19620424-0026
I-1496,60,260,420,1271,2.0,2014-2015,I-1496,19580515-0017
I-1497,60,260,200,1263,3.0,2014-2015,I-1497,19570828-0008
I-1498,20,240,300,1155,2.0,2014-2015,I-1498,19570826-0012
I-1499,40,260,360,1040,1.0,2014-2015,I-1499,19560705-0025
I-1500,40,260,420,1282,2.0,2014-2015,I-1500,19650303-0019
I-1501,50,280,280,1199,2.0,2014-2015,I-1501,19611219-0014
I-1502,50,240,300,1139,1.0,2014-2015,I-1502,19630126-0001
I-1503,40,260,280,1104,2.0,2014-2015,I-1503,19640414-0013
I-1504,60,280,240,1056,2.0,2014-2015,I-1504,19570615-0011
I-1505,60,240,240,1278,1.0,2015-2016,I-1505,19570828-0008
I-1506,60,260,200,1047,3.0,2015-2016,I-1506,19640414-0013
I-1507,60,240,420,1292,3.0,2015-2016,I-1507,19590129-0004
I-1508,60,280,280,1229,2.0,2015-2016,I-1508,19610623-0005
I-1509,20,280,200,1165,3.0,2015-2016,I-1509,19620424-0026
I-1510,20,260,200,1261,4.0,2015-2016,I-1510,19570828-0008
I-1511,60,280,360,1230,4.0,2015-2016,I-1511,19570615-0011
I-1512,40,240,200,1174,3.0,2015-2016,I-1512,19610918-0027
I-1513,60,280,300,1146,2.0,2015-2016,I-1513,19690408-0009
I-1514,20,260,200,1275,2.0,2016-2017,I-1514,19580515-0017
I-1515,40,240,300,1065,1.0,2016-2017,I-1515,19560612-0010
I-1516,60,260,200,1234,4.0,2016-2017,I-1516,19600529-0021
I-1517,50,260,280,1079,4.0,2016-2017,I-1517,19690513-0015
I-1518,40,280,420,1250,2.0,2016-2017,I-1518,19560812-0016
I-1519,50,260,300,1105,1.0,2016-2017,I-1519,19570615-0011
I-1520,50,240,240,1076,3.0,2016-2017,I-1520,19600905-0003
I-1521,20,260,420,1036,3.0,2016-2017,I-1521,19610623-0005
I-1522,50,260,280,1043,4.0,2017-2018,I-1522,19690408-0009
I-1523,50,260,420,1006,1.0,2017-2018,I-1523,19680712-0028
I-1524,60,240,240,1231,4.0,2017-2018,I-1524,19600529-0021
I-1525,50,240,420,1106,1.0,2017-2018,I-1525,19580218-0007
I-1526,40,260,200,1098,1.0,2017-2018,I-1526,19610623-0005
I-1527,20,280,420,1090,3.0,2017-2018,I-1527,19610623-0005
I-1528,50,240,300,1280,2.0,2017-2018,I-1528,19580515-0017
I-1529,60,260,420,1178,4.0,2017-2018,I-1529,19610620-0006
I-1530,20,260,300,1147,1.0,2017-2018,I-1530,19580515-0017
I-1531,40,280,200,1116,4.0,2017-2018,I-1531,19680712-0028
I-1532,40,280,200,1181,1.0,2018-2019,I-1532,19560612-0010
I-1533,60,280,300,1213,3.0,2018-2019,I-1533,19620424-0026
I-1534,20,280,280,1187,3.0,2018-2019,I-1534,19610918-0027
I-1535,20,260,240,1078,3.0,2018-2019,I-1535,19580218-0007
I-1536,60,280,420,1016,2.0,2018-2019,I-1536,19580515-0017
I-1537,40,280,360,1279,3.0,2018-2019,I-1537,19560705-0025
I-1538,40,280,420,1188,4.0,2018-2019,I-1538,19560705-0025
I-1539,50,280,200,1165,2.0,2018-2019,I-1539,19610918-0027
I-1540,50,240,300,1136,3.0,2018-2019,I-1540,19560705-0025
I-1541,20,240,280,1133,3.0,2018-2019,I-1541,19611219-0014
I-1542,50,280,420,1159,4.0,2019-2020,I-1542,19630126-0001
I-1543,60,280,200,1298,3.0,2019-2020,I-1543,19630126-0001
I-1544,20,240,200,1204,4.0,2019-2020,I-1544,19690408-0009
I-1545,20,280,240,1020,1.0,2019-2020,I-1545,19601021-0018
I-1546,40,260,360,1297,4.0,2019-2020,I-1546,19611219-0014
I-1547,50,260,200,1255,2.0,2019-2020,I-1547,19570615-0011
I-1548,20,260,200,1246,4.0,2019-2020,I-1548,19620522-0023
I-1549,20,260,200,1236,2.0,2019-2020,I-1549,19570828-0008
I-1550,20,240,360,1094,2.0,2019-2020,I-1550,19570615-0011
I-1551,50,240,420,1264,2.0,2020-2021,I-1551,19570615-0011
I-1552,20,280,300,1061,1.0,2020-2021,I-1552,19570828-0008
I-1553,60,280,420,1173,4.0,2020-2021,I-1553,19620424-0026
I-1554,60,260,420,1163,1.0,2020-2021,I-1554,19620831-0024
I-1555,50,260,200,1258,4.0,2020-2021,I-1555,19601021-0018
I-1556,20,260,360,1181,2.0,2020-2021,I-1556,19690513-0015
I-1557,50,240,280,1081,2.0,2020-2021,I-1557,19570615-0011
I-1558,50,240,200,1070,3.0,2020-2021,I-1558,19620424-0026
I-1559,20,260,300,1050,3.0,2020-2021,I-1559,19620424-0026
I-1560,40,260,360,1006,4.0,2020-2021,I-1560,19640414-0013
I-1561,50,280,420,1277,4.0,2021-2022,I-1561,19630126-0001
I-1562,20,280,360,1265,1.0,2021-2022,I-1562,19600905-0003
I-1563,50,280,240,1189,3.0,2021-2022,I-1563,19570826-0012
I-1564,20,260,240,1141,4.0,2021-2022,I-1564,19620831-0024
I-1565,40,260,420,1299,4.0,2021-2022,I-1565,19560705-0025
I-1566,40,260,240,1248,4.0,2021-2022,I-1566,19620831-0024
I-1567,40,260,360,1185,2.0,2021-2022,I-1567,19640414-0013
I-1568,40,260,240,1114,3.0,2021-2022,I-1568,19611219-0014
I-1569,50,240,240,1106,3.0,2021-2022,I-1569,19560705-0025
I-1570,40,280,280,1032,1.0,2021-2022,I-1570,19620424-0026
I-1571,20,240,200,1199,2.0,2022-2023,I-1571,19620424-0026
I-1572,60,260,280,1140,3.0,2022-2023,I-1572,19630126-0001
I-1573,40,240,240,1223,4.0,2022-2023,I-1573,19560705-0025
I-1574,60,260,300,1206,1.0,2022-2023,I-1574,19680712-0028
I-1575,50,260,200,1191,2.0,2022-2023,I-1575,19580515-0017
I-1576,20,280,280,1283,1.0,2022-2023,I-1576,19690513-0015
I-1577,40,260,200,1145,3.0,2022-2023,I-1577,19580515-0017
I-1578,60,260,280,1040,1.0,2022-2023,I-1578,19561222-0030
I-1579,20,240,200,1041,4.0,2022-2023,I-1579,19580515-0017
I-1580,20,280,240,1259,3.0,2023-2024,I-1580,19680712-0028
I-1581,40,280,420,1216,1.0,2023-2024,I-1581,19570615-0011
I-1582,60,280,200,1167,4.0,2023-2024,I-1582,19580218-0007
I-1583,40,260,300,1203,4.0,2023-2024,I-1583,19570826-0012
I-1584,60,240,280,1175,4.0,2023-2024,I-1584,19611219-0014
I-1585,60,240,200,1121,1.0,2023-2024,I-1585,19610918-0027
I-1586,40,260,360,1077,2.0,2023-2024,I-1586,19620831-0024
I-1587,20,280,420,1054,4.0,2013-2014,I-1587,19600814-0002
I-1588,50,260,420,1032,2.0,2013-2014,I-1588,19600905-0003
I-1589,60,240,420,1299,3.0,2013-2014,I-1589,19580218-0007
I-1590,20,240,420,1294,2.0,2013-2014,I-1590,19570826-0012
I-1591,20,240,420,1157,4.0,2013-2014,I-1591,19620522-0023
I-1592,60,260,240,1285,3.0,2013-2014,I-1592,19610620-0006
I-1593,50,280,280,1229,3.0,2013-2014,I-1593,19660630-0020
I-1594,40,240,240,1205,4.0,2013-2014,I-1594,19560705-0025
I-1595,50,240,280,1175,3.0,2013-2014,I-1595,19650303-0019
I-1596,20,240,240,1145,2.0,2013-2014,I-1596,19680712-0028
I-1597,50,280,280,1095,4.0,2014-2015,I-1597,19561222-0030
I-1598,40,240,240,1254,2.0,2014-2015,I-1598,19611219-0014
I-1599,60,260,200,1242,1.0,2014-2015,I-1599,19610918-0027
I-1600,20,240,240,1205,1.0,2014-2015,I-1600,19600529-0021
I-1601,20,260,240,1074,3.0,2014-2015,I-1601,19570826-0012
I-1602,40,280,240,1247,2.0,2014-2015,I-1602,19660630-0020
I-1603,50,260,200,1173,4.0,2014-2015,I-1603,19610918-0027
I-1604,20,240,300,1164,4.0,2014-2015,I-1604,19620522-0023
I-1605,20,240,240,1142,3.0,2014-2015,I-1605,19640414-0013
I-1606,40,280,420,1015,4.0,2014-2015,I-1606,19640220-0029
I-1607,60,260,420,1295,4.0,2015-2016,I-1607,19640220-0029
I-1608,20,280,280,1243,4.0,2015-2016,I-1608,19610623-0005
I-1609,20,240,300,1061,3.0,2015-2016,I-1609,19560705-0025
I-1610,50,240,240,1015,3.0,2015-2016,I-1610,19570826-0012
I-1611,20,280,240,1296,3.0,2015-2016,I-1611,19560705-0025
I-1612,50,260,360,1284,2.0,2015-2016,I-1612,19561222-0030
I-1613,40,280,300,1113,1.0,2015-2016,I-1613,19580515-0017
I-1614,60,260,360,1084,3.0,2015-2016,I-1614,19611219-0014
I-1615,40,260,360,1292,1.0,2016-2017,I-1615,19600814-0002
I-1616,50,240,200,1108,1.0,2016-2017,I-1616,19580218-0007
I-1617,60,240,300,1280,1.0,2016-2017,I-1617,19690408-0009
I-1618,20,280,280,1146,2.0,2016-2017,I-1618,19680712-0028
I-1619,20,280,360,1104,1.0,2016-2017,I-1619,19560705-0025
I-1620,50,240,200,1191,4.0,2016-2017,I-1620,19611219-0014
I-1621,20,260,420,1190,1.0,2016-2017,I-1621,19560705-0025
I-1622,60,280,200,1153,4.0,2016-2017,I-1622,19601021-0018
I-1623,40,260,240,1144,3.0,2016-2017,I-1623,19610918-0027
I-1624,20,240,200,1064,2.0,2016-2017,I-1624,19590129-0004
I-1625,40,260,300,1199,4.0,2017-2018,I-1625,19620522-0023
I-1626,40,280,200,1277,2.0,2017-2018,I-1626,19620522-0023
I-1627,20,240,300,1152,3.0,2017-2018,I-1627,19570615-0011
I-1628,50,280,200,1290,3.0,2017-2018,I-1628,19620522-0023
I-1629,20,260,300,1209,3.0,2017-2018,I-1629,19590129-0004
I-1630,40,260,280,1108,4.0,2017-2018,I-1630,19560612-0010
I-1631,50,280,300,1059,4.0,2017-2018,I-1631,19610918-0027
I-1632,20,280,420,1276,2.0,2018-2019,I-1632,19560812-0016
I-1633,50,280,420,1205,1.0,2018-2019,I-1633,19590129-0004
I-1634,40,240,200,1238,2.0,2018-2019,I-1634,19600814-0002
I-1635,40,240,280,1159,1.0,2018-2019,I-1635,19610620-0006
I-1636,60,260,300,1097,3.0,2018-2019,I-1636,19610918-0027
I-1637,20,240,200,1269,2.0,2018-2019,I-1637,19570615-0011
I-1638,20,280,240,1244,4.0,2018-2019,I-1638,19640414-0013
I-1639,40,280,200,1221,3.0,2018-2019,I-1639,19610623-0005
I-1640,60,260,200,1149,2.0,2018-2019,I-1640,19570828-0008
I-1641,50,280,240,1031,4.0,2018-2019,I-1641,19610620-0006
I-1642,20,280,420,1150,1.0,2019-2020,I-1642,19640414-0013
I-1643,50,260,420,1054,3.0,2019-2020,I-1643,19650303-0019
I-1644,50,280,200,1043,1.0,2019-2020,I-1644,19620831-0024
I-1645,40,280,280,1024,4.0,2019-2020,I-1645,19660630-0020
I-1646,40,240,360,1269,2.0,2019-2020,I-1646,19690917-0022
I-1647,40,280,300,1217,1.0,2019-2020,I-1647,19610620-0006
I-1648,20,280,280,1197,3.0,2019-2020,I-1648,19690513-0015
I-1649,50,260,240,1126,2.0,2019-2020,I-1649,19690408-0009
I-1650,50,260,420,1086,2.0,2019-2020,I-1650,19570615-0011
I-1651,20,280,360,1116,2.0,2020-2021,I-1651,19570615-0011
I-1652,40,240,300,1255,2.0,2020-2021,I-1652,19680712-0028
I-1653,20,240,240,1239,4.0,2020-2021,I-1653,19590129-0004
I-1654,40,260,200,1080,2.0,2020-2021,I-1654,19620831-0024
I-1655,50,280,360,1051,1.0,2020-2021,I-1655,19570826-0012
I-1656,40,260,200,1238,2.0,2020-2021,I-1656,19580218-0007
I-1657,50,280,280,1188,4.0,2020-2021,I-1657,19600529-0021
I-1658,20,240,360,1179,1.0,2020-2021,I-1658,19690513-0015
I-1659,20,260,360,1079,4.0,2020-2021,I-1659,19610918-0027
I-1660,50,240,420,1156,3.0,2021-2022,I-1660,19620424-0026
I-1661,40,260,420,1103,4.0,2021-2022,I-1661,19570826-0012
I-1662,40,240,280,1257,1.0,2021-2022,I-1662,19620424-0026
I-1663,60,240,360,1203,2.0,2021-2022,I-1663,19580218-0007
I-1664,50,260,300,1044,4.0,2021-2022,I-1664,19690917-0022
I-1665,50,280,300,1285,3.0,2021-2022,I-1665,19660630-0020
I-1666,50,260,240,1276,4.0,2021-2022,I-1666,19561222-0030
I-1667,50,280,240,1187,4.0,2021-2022,I-1667,19640220-0029
I-1668,40,240,420,1163,3.0,2021-2022,I-1668,19690408-0009
I-1669,60,240,300,1156,4.0,2022-2023,I-1669,19610620-0006
I-1670,60,280,420,1136,3.0,2022-2023,I-1670,19660630-0020
I-1671,20,280,360,1244,3.0,2022-2023,I-1671,19690917-0022
I-1672,20,260,300,1172,3.0,2022-2023,I-1672,19690408-0009
I-1673,40,260,360,1165,2.0,2022-2023,I-1673,19561222-0030
I-1674,40,260,240,1067,1.0,2022-2023,I-1674,19620424-0026
I-1675,50,260,420,1249,3.0,2022-2023,I-1675,19640414-0013
I-1676,40,260,240,1190,2.0,2022-2023,I-1676,19680712-0028
I-1677,20,240,300,1075,1.0,2022-2023,I-1677,19601021-0018
I-1678,20,280,300,1063,4.0,2022-2023,I-1678,19650303-0019
I-1679,20,240,240,1050,4.0,2022-2023,I-1679,19680712-0028
I-1680,20,260,420,1007,4.0,2022-2023,I-1680,19680712-0028
I-1681,20,280,200,1193,4.0,2023-2024,I-1681,19630126-0001
I-1682,20,280,240,1170,3.0,2023-2024,I-1682,19640220-0029
I-1683,20,260,200,1232,4.0,2023-2024,I-1683,19600529-0021
I-1684,40,240,240,1145,1.0,2023-2024,I-1684,19610918-0027
I-1685,40,240,300,1074,3.0,2023-2024,I-1685,19680712-0028
I-1686,60,280,360,1016,2.0,2023-2024,I-1686,19620831-0024
I-1687,50,260,200,1244,1.0,2023-2024,I-1687,19650303-0019
I-1688,50,240,200,1105,4.0,2023-2024,I-1688,19560812-0016
I-1689,60,260,280,1094,4.0,2023-2024,I-1689,19690917-0022
I-1690,60,280,420,1087,4.0,2023-2024,I-1690,19680712-0028
I-1691,60,280,200,1004,2.0,2023-2024,I-1691,19690408-0009
I-1692,40,280,200,1117,3.0,2013-2014,I-1692,19660630-0020
I-1693,60,280,240,1163,3.0,2013-2014,I-1693,19610623-0005
I-1694,50,280,240,1128,1.0,2013-2014,I-1694,19560612-0010
I-1695,20,260,300,1251,2.0,2013-2014,I-1695,19690513-0015
I-1696,50,260,280,1242,4.0,2013-2014,I-1696,19561222-0030
I-1697,50,240,240,1182,2.0,2013-2014,I-1697,19610623-0005
I-1698,60,240,360,1029,4.0,2013-2014,I-1698,19610918-0027
I-1699,20,260,200,1017,1.0,2013-2014,I-1699,19580515-0017
I-1700,50,260,200,1226,4.0,2014-2015,I-1700,19600814-0002
I-1701,60,240,280,1219,4.0,2014-2015,I-1701,19600814-0002
I-1702,60,240,200,1295,2.0,2014-2015,I-1702,19560705-0025
I-1703,40,280,200,1052,1.0,2014-2015,I-1703,19610623-0005
I-1704,50,280,420,1007,1.0,2014-2015,I-1704,19640220-0029
I-1705,60,240,360,1256,3.0,2014-2015,I-1705,19570615-0011
I-1706,20,240,200,1167,1.0,2014-2015,I-1706,19561222-0030
I-1707,40,280,200,1065,2.0,2014-2015,I-1707,19630126-0001
I-1708,60,260,280,1049,2.0,2014-2015,I-1708,19630126-0001
I-1709,50,240,280,1268,4.0,2015-2016,I-1709,19650303-0019
I-1710,50,280,420,1259,2.0,2015-2016,I-1710,19600529-0021
I-1711,20,280,280,1053,3.0,2015-2016,I-1711,19611219-0014
I-1712,50,280,360,1035,3.0,2015-2016,I-1712,19660630-0020
I-1713,40,240,360,1284,2.0,2015-2016,I-1713,19690917-0022
I-1714,60,240,300,1271,3.0,2015-2016,I-1714,19580218-0007
I-1715,20,240,300,1206,1.0,2015-2016,I-1715,19570828-0008
I-1716,20,280,300,1170,4.0,2015-2016,I-1716,19570615-0011
I-1717,40,240,280,1121,1.0,2016-2017,I-1717,19601021-0018
I-1718,50,240,200,1250,2.0,2016-2017,I-1718,19560612-0010
I-1719,40,280,280,1236,1.0,2016-2017,I-1719,19630126-0001
I-1720,50,260,420,1219,2.0,2016-2017,I-1720,19580515-0017
I-1721,50,280,200,1200,3.0,2016-2017,I-1721,19580515-0017
I-1722,60,260,360,1153,2.0,2016-2017,I-1722,19600529-0021
I-1723,60,280,280,1135,3.0,2016-2017,I-1723,19610918-0027
I-1724,20,260,200,1126,4.0,2016-2017,I-1724,19600905-0003
I-1725,20,240,200,1058,2.0,2016-2017,I-1725,19660630-0020
I-1726,20,280,200,1272,4.0,2017-2018,I-1726,19680712-0028
I-1727,50,260,240,1010,3.0,2017-2018,I-1727,19580515-0017
I-1728,60,260,280,1264,4.0,2017-2018,I-1728,19610620-0006
I-1729,40,280,240,1118,4.0,2017-2018,I-1729,19610918-0027
I-1730,40,280,200,1106,4.0,2017-2018,I-1730,19570826-0012
I-1731,40,280,420,1072,3.0,2017-2018,I-1731,19570615-0011
I-1732,40,260,420,1267,1.0,2017-2018,I-1732,19600905-0003
I-1733,50,260,300,1139,2.0,2017-2018,I-1733,19660630-0020
I-1734,60,240,360,1138,3.0,2017-2018,I-1734,19570615-0011
I-1735,40,260,280,1029,3.0,2017-2018,I-1735,19601021-0018
I-1736,20,280,200,1150,4.0,2018-2019,I-1736,19620522-0023
I-1737,40,240,280,1292,1.0,2018-2019,I-1737,19580218-0007
I-1738,20,260,200,1191,2.0,2018-2019,I-1738,19600905-0003
I-1739,60,260,360,1051,1.0,2018-2019,I-1739,19630126-0001
I-1740,50,280,280,1264,3.0,2018-2019,I-1740,19650303-0019
I-1741,60,240,420,1237,1.0,2018-2019,I-1741,19610620-0006
I-1742,60,240,240,1164,2.0,2018-2019,I-1742,19640220-0029
I-1743,60,260,360,1112,1.0,2018-2019,I-1743,19660630-0020
I-1744,60,240,420,1105,1.0,2018-2019,I-1744,19570828-0008
I-1745,60,260,300,1022,3.0,2018-2019,I-1745,19690408-0009
I-1746,60,280,280,1296,2.0,2019-2020,I-1746,19610918-0027
I-1747,50,280,280,1194,2.0,2019-2020,I-1747,19610623-0005
I-1748,20,240,280,1247,4.0,2019-2020,I-1748,19600814-0002
I-1749,50,260,240,1248,3.0,2019-2020,I-1749,19560705-0025
I-1750,20,260,300,1122,3.0,2019-2020,I-1750,19610918-0027
I-1751,50,260,240,1105,4.0,2019-2020,I-1751,19620424-0026
I-1752,20,260,240,1293,4.0,2019-2020,I-1752,19611219-0014
I-1753,20,240,200,1272,1.0,2019-2020,I-1753,19610623-0005
I-1754,60,280,420,1259,2.0,2019-2020,I-1754,19620424-0026
I-1755,60,260,420,1116,4.0,2019-2020,I-1755,19600814-0002
I-1756,60,240,240,1061,3.0,2019-2020,I-1756,19610918-0027
I-1757,60,260,420,1008,3.0,2019-2020,I-1757,19600529-0021
I-1758,50,240,300,1119,2.0,2020-2021,I-1758,19561222-0030
I-1759,60,280,420,1110,4.0,2020-2021,I-1759,19610623-0005
I-1760,60,280,420,1011,1.0,2020-2021,I-1760,19570826-0012
I-1761,60,260,360,1229,3.0,2020-2021,I-1761,19560612-0010
I-1762,40,240,420,1198,3.0,2020-2021,I-1762,19680712-0028
I-1763,40,240,360,1163,1.0,2020-2021,I-1763,19660630-0020
I-1764,60,240,200,1073,2.0,2020-2021,I-1764,19690513-0015
I-1765,20,260,420,1299,2.0,2021-2022,I-1765,19611219-0014
I-1766,20,260,280,1292,2.0,2021-2022,I-1766,19570615-0011
I-1767,50,260,420,1209,4.0,2021-2022,I-1767,19600905-0003
I-1768,40,280,420,1168,4.0,2021-2022,I-1768,19690917-0022
I-1769,20,240,280,1107,1.0,2021-2022,I-1769,19630126-0001
I-1770,60,260,200,1080,1.0,2021-2022,I-1770,19601021-0018
I-1771,20,280,240,1293,2.0,2021-2022,I-1771,19570828-0008
I-1772,20,280,280,1284,4.0,2021-2022,I-1772,19640414-0013
I-1773,20,240,240,1204,1.0,2021-2022,I-1773,19610623-0005
I-1774,20,260,420,1104,1.0,2021-2022,I-1774,19620831-0024
I-1775,20,260,280,1025,4.0,2021-2022,I-1775,19610620-0006
I-1776,60,260,240,1024,3.0,2021-2022,I-1776,19620424-0026
I-1777,20,280,300,1139,4.0,2022-2023,I-1777,19601021-0018
I-1778,50,280,280,1212,1.0,2022-2023,I-1778,19560612-0010
I-1779,50,280,200,1190,1.0,2022-2023,I-1779,19600529-0021
I-1780,60,240,240,1163,1.0,2022-2023,I-1780,19600814-0002
I-1781,60,260,420,1130,3.0,2022-2023,I-1781,19590129-0004
I-1782,50,260,360,1259,4.0,2022-2023,I-1782,19620424-0026
I-1783,50,260,300,1176,1.0,2022-2023,I-1783,19680712-0028
I-1784,50,280,360,1149,1.0,2022-2023,I-1784,19580515-0017
I-1785,40,280,300,1041,4.0,2022-2023,I-1785,19610620-0006
I-1786,20,240,240,1265,1.0,2023-2024,I-1786,19630126-0001
I-1787,20,280,280,1256,4.0,2023-2024,I-1787,19601021-0018
I-1788,40,260,240,1110,2.0,2023-2024,I-1788,19640414-0013
I-1789,50,280,200,1003,1.0,2023-2024,I-1789,19620424-0026
I-1790,40,240,300,1184,3.0,2023-2024,I-1790,19560705-0025
I-1791,60,280,200,1163,3.0,2023-2024,I-1791,19610623-0005
I-1792,60,260,240,1053,2.0,2023-2024,I-1792,19560612-0010
I-1793,60,280,200,1020,4.0,2023-2024,I-1793,19610620-0006
I-1794,40,280,360,1037,4.0,2013-2014,I-1794,19560612-0010
I-1795,60,240,200,1288,1.0,2013-2014,I-1795,19580515-0017
I-1796,40,240,240,1204,3.0,2013-2014,I-1796,19590129-0004
I-1797,60,240,420,1149,4.0,2013-2014,I-1797,19690408-0009
I-1798,50,280,300,1259,1.0,2013-2014,I-1798,19610918-0027
I-1799,20,280,240,1251,2.0,2013-2014,I-1799,19640414-0013
I-1800,20,280,200,1111,1.0,2013-2014,I-1800,19690513-0015
I-1801,40,240,240,1080,3.0,2013-2014,I-1801,19630126-0001
I-1802,40,280,240,1071,1.0,2013-2014,I-1802,19690917-0022
I-1803,40,280,240,1015,1.0,2014-2015,I-1803,19611219-0014
I-1804,20,260,240,1283,3.0,2014-2015,I-1804,19600529-0021
I-1805,40,240,280,1142,4.0,2014-2015,I-1805,19620522-0023
I-1806,60,260,200,1132,1.0,2014-2015,I-1806,19620522-0023
I-1807,20,240,240,1245,4.0,2014-2015,I-1807,19570615-0011
I-1808,50,240,200,1216,4.0,2014-2015,I-1808,19611219-0014
I-1809,60,240,240,1173,1.0,2014-2015,I-1809,19690513-0015
I-1810,20,240,280,1014,3.0,2014-2015,I-1810,19690513-0015
I-1811,20,280,280,1216,4.0,2015-2016,I-1811,19580515-0017
I-1812,40,240,200,1092,1.0,2015-2016,I-1812,19640220-0029
I-1813,40,240,280,1264,4.0,2015-2016,I-1813,19561222-0030
I-1814,50,280,280,1196,2.0,2015-2016,I-1814,19660630-0020
I-1815,60,260,280,1028,1.0,2015-2016,I-1815,19560812-0016
I-1816,40,280,420,1171,1.0,2015-2016,I-1816,19620424-0026
I-1817,50,240,240,1145,4.0,2015-2016,I-1817,19570826-0012
I-1818,50,280,300,1087,3.0,2015-2016,I-1818,19560612-0010
I-1819,40,260,200,1086,4.0,2015-2016,I-1819,19560705-0025
I-1820,40,260,200,1058,4.0,2016-2017,I-1820,19690513-0015
I-1821,60,280,200,1220,3.0,2016-2017,I-1821,19660630-0020
I-1822,20,240,200,1213,2.0,2016-2017,I-1822,19580218-0007
I-1823,50,240,420,1118,1.0,2016-2017,I-1823,19580218-0007
I-1824,50,280,280,1098,4.0,2016-2017,I-1824,19680712-0028
I-1825,50,240,420,1241,2.0,2016-2017,I-1825,19640220-0029
I-1826,60,260,300,1236,2.0,2016-2017,I-1826,19680712-0028
I-1827,50,240,360,1215,4.0,2016-2017,I-1827,19600905-0003
I-1828,50,260,420,1161,1.0,2016-2017,I-1828,19580515-0017
I-1829,20,240,280,1010,1.0,2016-2017,I-1829,19680712-0028
I-1830,20,260,300,1030,3.0,2017-2018,I-1830,19620522-0023
I-1831,20,280,200,1292,3.0,2017-2018,I-1831,19690513-0015
I-1832,60,280,420,1222,4.0,2017-2018,I-1832,19640220-0029
I-1833,40,260,300,1213,1.0,2017-2018,I-1833,19600529-0021
I-1834,20,260,360,1199,1.0,2017-2018,I-1834,19620424-0026
I-1835,60,260,300,1261,3.0,2017-2018,I-1835,19640414-0013
I-1836,40,260,240,1255,1.0,2017-2018,I-1836,19620522-0023
I-1837,50,280,420,1253,1.0,2017-2018,I-1837,19600529-0021
I-1838,40,260,200,1185,2.0,2017-2018,I-1838,19650303-0019
I-1839,60,240,280,1105,1.0,2017-2018,I-1839,19650303-0019
I-1840,40,260,240,1091,2.0,2017-2018,I-1840,19690513-0015
I-1841,40,240,360,1228,2.0,2018-2019,I-1841,19560812-0016
I-1842,50,280,280,1094,4.0,2018-2019,I-1842,19560812-0016
I-1843,40,260,360,1257,4.0,2018-2019,I-1843,19580515-0017
I-1844,20,240,240,1176,1.0,2018-2019,I-1844,19690513-0015
I-1845,40,280,300,1135,4.0,2018-2019,I-1845,19610620-0006
I-1846,40,240,300,1020,1.0,2018-2019,I-1846,19620522-0023
I-1847,60,260,300,1199,4.0,2018-2019,I-1847,19610623-0005
I-1848,20,260,280,1171,1.0,2018-2019,I-1848,19580515-0017
I-1849,40,240,200,1121,1.0,2018-2019,I-1849,19610623-0005
I-1850,40,260,280,1023,2.0,2018-2019,I-1850,19570615-0011
I-1851,60,240,240,1031,4.0,2019-2020,I-1851,19620522-0023
I-1852,20,280,420,1233,1.0,2019-2020,I-1852,19650303-0019
I-1853,20,260,420,1189,2.0,2019-2020,I-1853,19630126-0001
I-1854,60,240,300,1152,4.0,2019-2020,I-1854,19680712-0028
I-1855,60,260,240,1296,3.0,2019-2020,I-1855,19600905-0003
I-1856,40,280,200,1271,1.0,2019-2020,I-1856,19561222-0030
I-1857,60,280,200,1166,2.0,2019-2020,I-1857,19690513-0015
I-1858,40,280,420,1007,2.0,2019-2020,I-1858,19570828-0008
I-1859,40,280,280,1217,3.0,2020-2021,I-1859,19690513-0015
I-1860,40,280,300,1101,1.0,2020-2021,I-1860,19610620-0006
I-1861,40,280,360,1136,4.0,2020-2021,I-1861,19640220-0029
I-1862,40,240,200,1132,4.0,2020-2021,I-1862,19640414-0013
I-1863,20,280,420,1262,4.0,2020-2021,I-1863,19640220-0029
